Time (ms),A0 (I),A4-A5 (I),A2-A3 (V)
38.199,1.9103,-0.46135,-161.71
38.209,1.9114,-0.42493,-161.05
38.22,1.912,-0.48111,-161.21
38.23,1.9116,-0.45254,-163.32
38.241,1.9122,-0.4454,-161.38
38.252,1.913,-0.46183,-160.51
38.262,1.9136,-0.44254,-160.34
38.273,1.9144,-0.46468,-160.57
38.283,1.9148,-0.44945,-159.31
38.294,1.9152,-0.43159,-159.72
38.304,1.9156,-0.48373,-160.34
38.315,1.9156,-0.43112,-159.76
38.325,1.9156,-0.43207,-158.96
38.336,1.9164,-0.46421,-158.71
38.346,1.9178,-0.41826,-161.15
38.356,1.918,-0.43231,-159.02
38.367,1.9186,-0.43302,-158.62
38.377,1.9188,-0.42279,-159.85
38.388,1.9194,-0.45064,-159.02
38.398,1.9208,-0.43207,-157.69
38.409,1.9208,-0.43112,-157.55
38.419,1.9208,-0.46207,-157.09
38.43,1.9208,-0.39898,-157.69
38.441,1.9212,-0.4116,-156.49
38.451,1.922,-0.43302,-156.37
38.462,1.9228,-0.40898,-156.74
38.472,1.9232,-0.4116,-155.39
38.483,1.924,-0.42326,-154.96
38.493,1.924,-0.41041,-155.83
38.504,1.9232,-0.42445,-155.6
38.514,1.9244,-0.4135,-154.21
38.525,1.9261,-0.40041,-153.72
38.535,1.9261,-0.4254,-154.05
38.545,1.9261,-0.39755,-153.97
38.556,1.9263,-0.39898,-152.27
38.566,1.9265,-0.43421,-151.44
38.577,1.9275,-0.4185,-152.81
38.587,1.9275,-0.38089,-151.48
38.598,1.9285,-0.39708,-151.63
38.608,1.9289,-0.41303,-151.77
38.619,1.9281,-0.38303,-150.01
38.63,1.9295,-0.38898,-148.77
38.64,1.9297,-0.40208,-148.89
38.651,1.9305,-0.40922,-149.41
38.661,1.9307,-0.39112,-148.17
38.672,1.9311,-0.3897,-146.06
38.682,1.9315,-0.38993,-148.38
38.693,1.9321,-0.38684,-147.63
38.703,1.9323,-0.37803,-146.49
38.714,1.9325,-0.38827,-145.52
38.724,1.9337,-0.38541,-146.43
38.734,1.9337,-0.3678,-145.64
38.745,1.9337,-0.37327,-143.57
38.755,1.9345,-0.39422,-144.65
38.766,1.9341,-0.37137,-145.23
38.776,1.9337,-0.37018,-142.58
38.787,1.9361,-0.3697,-143.14
38.797,1.9359,-0.37232,-143.9
38.808,1.9359,-0.36637,-142.08
38.819,1.9361,-0.35875,-140.68
38.829,1.9361,-0.35589,-139.85
38.84,1.9363,-0.37018,-140.57
38.85,1.9373,-0.3647,-140.05
38.861,1.9379,-0.36113,-139.04
38.871,1.9377,-0.36661,-139.39
38.882,1.9385,-0.36422,-138.89
38.892,1.9385,-0.35304,-136.8
38.903,1.9392,-0.36113,-137.59
38.913,1.9394,-0.36089,-136.93
38.923,1.9389,-0.34685,-136.99
38.934,1.9402,-0.33447,-136.37
38.944,1.9402,-0.35304,-136.24
38.955,1.9402,-0.35256,-135.96
38.965,1.9404,-0.32495,-133.59
38.976,1.941,-0.35018,-134.34
38.986,1.9414,-0.34875,-136.08
38.997,1.9418,-0.34637,-134.42
39.008,1.9418,-0.3328,-132.52
39.018,1.942,-0.33732,-133.18
39.029,1.9426,-0.35661,-132.52
39.039,1.9428,-0.33756,-132.97
39.05,1.9428,-0.3178,-131.28
39.06,1.9426,-0.3409,-131.75
39.071,1.9434,-0.33732,-131.3
39.081,1.9442,-0.33066,-131.19
39.092,1.9442,-0.33471,-130.2
39.102,1.9444,-0.33542,-130.74
39.112,1.9442,-0.3259,-128.54
39.123,1.9446,-0.32042,-127.07
39.133,1.9452,-0.33947,-129.48
39.144,1.9446,-0.33447,-128.3
39.154,1.9454,-0.31995,-124.34
39.165,1.9454,-0.31995,-126.29
39.175,1.9466,-0.33709,-126.76
39.186,1.9466,-0.32471,-125.89
39.197,1.9466,-0.30947,-124.05
39.207,1.9468,-0.31638,-124.96
39.218,1.9466,-0.32614,-125.79
39.228,1.947,-0.32399,-123.41
39.239,1.947,-0.30019,-123.14
39.249,1.9474,-0.32495,-123.39
39.26,1.9474,-0.32018,-123.57
39.27,1.9478,-0.28662,-121.55
39.281,1.9478,-0.28424,-123.04
39.291,1.948,-0.31304,-122.42
39.301,1.9484,-0.31399,-120.8
39.312,1.9484,-0.28733,-120.68
39.322,1.949,-0.30114,-119.35
39.333,1.949,-0.30447,-120.59
39.343,1.949,-0.29114,-117.53
39.354,1.9492,-0.28448,-118.36
39.364,1.9492,-0.30043,-119.43
39.375,1.9492,-0.29638,-117.72
39.386,1.95,-0.27662,-117.28
39.396,1.9494,-0.27971,-116.7
39.407,1.95,-0.29138,-116.97
39.417,1.9506,-0.27162,-115.02
39.428,1.9502,-0.27091,-115.05
39.438,1.9504,-0.27567,-114.8
39.449,1.9506,-0.28948,-114.67
39.459,1.9504,-0.26162,-113.87
39.469,1.9506,-0.26305,-113.66
39.48,1.9506,-0.27924,-114.96
39.49,1.9512,-0.26972,-113.08
39.501,1.9508,-0.25639,-111.48
39.511,1.9512,-0.25377,-111.48
39.522,1.951,-0.27614,-111.65
39.532,1.9514,-0.25424,-109.14
39.543,1.9518,-0.25043,-110.45
39.553,1.9516,-0.25353,-110.7
39.564,1.9516,-0.25972,-109.7
39.575,1.9514,-0.25329,-107.84
39.585,1.9518,-0.24734,-108.21
39.596,1.952,-0.25877,-108.11
39.606,1.9518,-0.24663,-107.14
39.617,1.9524,-0.2252,-106.81
39.627,1.952,-0.23448,-107.34
39.638,1.9524,-0.2502,-106.62
39.648,1.9524,-0.23425,-105.05
39.658,1.953,-0.22615,-104.57
39.669,1.9514,-0.22687,-105.05
39.679,1.9522,-0.2471,-104.36
39.69,1.9522,-0.22163,-103.31
39.7,1.9526,-0.22734,-104.26
39.711,1.953,-0.22782,-103.33
39.721,1.9522,-0.21996,-101.84
39.732,1.952,-0.21068,-102.35
39.742,1.953,-0.21187,-100.76
39.753,1.9522,-0.21496,-100.51
39.764,1.9524,-0.20758,-99.29
39.774,1.9524,-0.1964,-100.26
39.785,1.953,-0.20473,-99.746
39.795,1.9522,-0.20616,-98.172
39.806,1.953,-0.20258,-98.4
39.816,1.952,-0.18616,-99.891
39.827,1.9524,-0.19997,-98.007
39.837,1.953,-0.19068,-96.723
39.847,1.9524,-0.17807,-95.543
39.858,1.9524,-0.18354,-96.889
39.868,1.953,-0.19354,-95.916
39.879,1.9522,-0.17545,-93.473
39.889,1.9522,-0.15474,-94.198
39.9,1.9516,-0.17949,-94.363
39.91,1.9518,-0.17426,-92.976
39.921,1.9522,-0.16021,-92.231
39.931,1.9524,-0.15497,-93.1
39.942,1.9522,-0.16307,-92.148
39.953,1.952,-0.15854,-90.471
39.963,1.952,-0.14498,-90.968
39.974,1.9512,-0.13641,-90.844
39.984,1.9518,-0.16473,-88.608
39.995,1.9518,-0.14164,-88.794
40.005,1.9512,-0.13069,-88.918
40.016,1.9512,-0.14783,-88.339
40.026,1.951,-0.14498,-85.958
40.036,1.9512,-0.12284,-86.724
40.047,1.9518,-0.11927,-86.931
40.057,1.951,-0.13998,-85.068
40.068,1.9502,-0.12236,-83.991
40.078,1.9508,-0.11546,-85.357
40.089,1.9508,-0.12236,-84.695
40.099,1.951,-0.12022,-82.604
40.11,1.951,-0.10951,-83.391
40.12,1.9504,-0.12117,-84.012
40.131,1.9504,-0.11117,-82.149
40.142,1.95,-0.1007,-80.203
40.152,1.9502,-0.085462,-80.844
40.163,1.95,-0.082129,-81.445
40.173,1.9494,-0.10046,-78.526
40.184,1.9492,-0.077368,-78.608
40.194,1.9494,-0.083557,-79.726
40.205,1.9488,-0.078558,-79.064
40.215,1.9492,-0.085224,-76.787
40.225,1.9494,-0.070464,-77.325
40.236,1.949,-0.067608,-77.967
40.246,1.9482,-0.073797,-74.923
40.257,1.9478,-0.063799,-74.551
40.267,1.9486,-0.041898,-75.524
40.278,1.9478,-0.06237,-73.743
40.288,1.9478,-0.04285,-72.936
40.299,1.9476,-0.010951,-72.48
40.309,1.947,0.00023806,-72.998
40.32,1.9466,-0.0071417,-71.404
40.331,1.947,-0.0057133,-71.073
40.341,1.9466,0.0069036,-71.114
40.352,1.9468,0.013093,-70.141
40.362,1.9466,-0.0095222,-69.913
40.373,1.9466,0.010712,-68.464
40.383,1.9466,0.026424,-68.485
40.394,1.9466,0.019044,-67.781
40.404,1.9452,0.0026186,-66.228
40.414,1.9452,0.01714,-67.222
40.425,1.9452,0.0052372,-66.187
40.435,1.9446,-0.00023806,-65.421
40.446,1.9446,0.0073797,-63.309
40.456,1.9442,0.019044,-64.862
40.467,1.9438,0.014283,-63.785
40.477,1.9434,0.0028567,-61.922
40.488,1.9436,0.013331,-61.57
40.498,1.9434,0.018806,-62.15
40.509,1.9428,0.00857,-59.893
40.52,1.9426,0.010236,-59.396
40.53,1.9426,0.022615,-59.872
40.541,1.9416,0.016426,-58.879
40.551,1.942,0.004285,-56.705
40.562,1.941,0.011903,-57.347
40.572,1.941,0.0047611,-57.512
40.583,1.941,0.01833,-56.519
40.593,1.9402,0.0033328,-54.697
40.603,1.9402,0.0092842,-55.111
40.614,1.9402,0.020473,-55.028
40.624,1.9389,0.0047611,-53.103
40.635,1.9389,0.0054753,-52.233
40.645,1.9387,0.02452,-51.467
40.656,1.9381,0.023329,-51.985
40.666,1.9379,-0.00047611,-50.556
40.677,1.9377,0.014521,-50.515
40.688,1.9373,0.024758,-50.68
40.698,1.9363,0.010474,-49.314
40.709,1.9359,-0.0035708,-47.616
40.719,1.9361,0.016188,-48.921
40.73,1.9355,0.033328,-47.885
40.74,1.9349,0.0021425,-45.422
40.751,1.9349,0.014997,-45.194
40.761,1.9345,0.011427,-45.111
40.772,1.9349,0.020949,-44.159
40.782,1.9337,0.0099983,-43.145
40.792,1.9341,0.014045,-44.345
40.803,1.9337,0.018092,-42.71
40.813,1.9337,0.020235,-41.799
40.824,1.9329,0.0076178,-41.074
40.834,1.9327,0.022377,-41.198
40.845,1.9325,0.022853,-40.267
40.855,1.9321,0.0090461,-38.279
40.866,1.9311,0.0033328,-38.611
40.877,1.9305,0.016664,-39.004
40.887,1.9307,0.015474,-37.327
40.898,1.9305,0.0057133,-36.851
40.908,1.9299,0.022139,-36.83
40.919,1.9289,0.025948,-35.505
40.929,1.9285,0.00095222,-34.304
40.94,1.9289,-0.0019044,-34.056
40.95,1.9277,0.016426,-34.16
40.961,1.9277,0.011903,-32.835
40.971,1.9275,0.0097603,-31.427
40.981,1.9273,0.019759,-32.628
40.992,1.9267,0.022377,-31.613
41.002,1.9259,0.017378,-30.019
41.013,1.9257,0.0071417,-29.646
41.023,1.9253,0.022853,-30.081
41.034,1.9248,0.012855,-28.383
41.044,1.9236,0.0059514,-27.514
41.055,1.924,0.0038089,-26.293
41.066,1.923,0.025472,-26.437
41.076,1.9228,0.017378,-26.127
41.087,1.9226,0.0071417,-23.995
41.097,1.9214,0.026186,-24.491
41.108,1.9214,0.023806,-23.415
41.118,1.921,0.0095222,-22.173
41.129,1.9208,-0.00047611,-21.821
41.139,1.9194,0.024996,-21.883
41.15,1.9194,0.018568,-20.309
41.16,1.9188,-0.0014283,-18.695
41.17,1.9192,0.014759,-19.833
41.181,1.9184,0.029281,-19.15
41.191,1.9184,0.014759,-17.266
41.202,1.917,0.0049992,-17.225
41.212,1.9168,0.013807,-17.846
41.223,1.9164,0.020473,-16.127
41.233,1.916,-0.0011903,-14.161
41.244,1.9156,0.004523,-13.85
41.255,1.9152,0.018806,-15.113
41.265,1.9136,0.01714,-13.208
41.276,1.9144,0.0061894,-12.09
41.286,1.9144,0.011189,-12.587
41.297,1.913,0.031899,-11.945
41.307,1.9122,0.014997,-9.8752
41.318,1.9122,0.00857,-9.3991
41.328,1.9107,0.022377,-10.31
41.339,1.9114,0.020949,-7.6393
41.349,1.9105,0.0040469,-6.7284
41.359,1.9105,0.010712,-7.5979
41.37,1.9097,0.030233,-6.3143
41.38,1.9089,0.013331,-5.2585
41.391,1.9089,0.0080939,-4.9066
41.401,1.9083,0.010712,-4.8237
41.412,1.9079,0.031899,-3.6644
41.422,1.9079,0.015712,-2.857
41.433,1.9079,0.0049992,-1.9875
41.444,1.9057,0.029043,-2.1945
41.454,1.9079,0.015474,-0.39335
41.465,1.9047,0.0061894,0.041406
41.475,1.9047,0.0097603,-0.041406
41.486,1.9033,0.023329,1.7597
41.496,1.9031,0.0099983,2.3808
41.507,1.9027,-0.0021425,3.2296
41.517,1.9023,0.015236,2.298
41.528,1.9015,0.029757,3.7265
41.538,1.9007,0.0035708,5.7761
41.548,1.9003,0.0014283,5.2378
41.559,1.8995,0.026186,4.1613
41.569,1.8997,0.023091,7.0596
41.58,1.8993,-0.00071417,7.4944
41.59,1.8983,0.014759,7.0182
41.601,1.8979,0.0092842,8.0948
41.611,1.8973,0.013331,8.985
41.622,1.8969,0.00023806,10.31
41.633,1.8966,0.014759,10.206
41.643,1.896,0.024044,10.807
41.654,1.8952,0.0057133,12.153
41.664,1.8938,-0.00095222,12.008
41.675,1.894,0.019759,11.987
41.685,1.894,0.011427,14.471
41.696,1.893,0.0099983,13.457
41.706,1.8922,0.019282,14.595
41.717,1.8918,0.015474,15.693
41.727,1.8918,0.0047611,16.293
41.737,1.8914,-0.0016664,16.19
41.748,1.8902,0.0269,16.893
41.758,1.8896,0.027138,18.425
41.769,1.8888,0.011189,19.771
41.779,1.8874,-0.004523,17.473
41.79,1.8886,0.022615,18.612
41.8,1.8876,0.013569,20.599
41.811,1.8874,0.0076178,20.93
41.822,1.8864,0.017616,20.889
41.832,1.8856,0.019997,22.752
41.843,1.8854,0.0061894,23.767
41.853,1.8854,0,23.001
41.864,1.8842,0.016902,22.566
41.874,1.8836,0.015474,24.636
41.885,1.883,0.0030947,24.905
41.895,1.8823,-0.0038089,25.133
41.906,1.8823,0.015236,26.044
41.916,1.8821,0.014521,26.644
41.926,1.8809,-0.0028567,27.638
41.937,1.8805,0.017616,27.162
41.947,1.8801,0.024282,28.487
41.958,1.8801,-0.0014283,29.46
41.968,1.8787,0.0054753,28.487
41.979,1.8785,0.013331,29.46
41.989,1.8777,0.01833,31.427
