a5_V_10000000ohm,absdiff_V_10000000ohm,a5_V_1000000ohm,absdiff_V_1000000ohm,a5_V_330000ohm,absdiff_V_330000ohm,a5_V_10000ohm,absdiff_V_10000ohm,a5_V_1ohm,absdiff_V_1ohm
,,1.7032,0.5952,,,1.7048,0.5108,,
,,1.7033,0.5966,,,1.7048,0.5292,,
,,1.7036,0.5999,,,1.7049,0.5229,,
,,1.7037,0.5962,,,1.7049,0.5233,,
,,1.7038,0.5972,,,1.7050,0.5030,,
,,1.7039,0.5958,,,1.7050,0.5112,,
,,1.7040,0.5982,,,1.7050,0.5126,,
,,1.7041,0.6097,,,1.7050,0.5132,,
,,1.7042,0.6061,,,1.7050,0.5237,,
,,1.7042,0.6150,,,1.7051,0.5126,,
,,1.7043,0.5946,,,1.7051,0.5173,,
,,1.7043,0.6168,,,1.7052,0.5038,,
,,1.7044,0.6027,,,1.7052,0.5283,,
,,1.7044,0.6087,,,1.7054,0.5235,,
,,1.7047,0.5942,,,1.7055,0.5235,,
,,1.7047,0.6107,,,1.7056,0.5130,,
,,1.7048,0.5944,,,1.7056,0.5245,,
,,1.7048,0.5956,,,1.7057,0.5088,,
,,1.7049,0.5934,,,1.7057,0.5102,,
,,1.7050,0.6083,,,1.7057,0.5283,,
,,1.7051,0.6069,,,1.7059,0.5096,,
,,1.7053,0.5916,,,1.7059,0.5219,,
,,1.7054,0.6162,,,1.7059,0.5271,,
,,1.7057,0.6111,,,1.7060,0.5251,,
,,1.7058,0.5860,,,1.7061,0.5104,,
,,1.7059,0.6194,,,1.7061,0.5213,,
,,1.7060,0.6144,,,1.7061,0.5245,,
,,1.7061,0.6067,,,1.7062,0.5018,,
,,1.7061,0.6103,,,1.7062,0.5142,,
,,1.7063,0.6055,,,1.7062,0.5211,,
,,1.7063,0.6087,,,1.7063,0.5005,,
,,1.7064,0.5946,,,1.7063,0.5225,,
,,1.7066,0.5860,,,1.7063,0.5265,,
,,1.7066,0.6065,,,1.7063,0.5283,,
,,1.7067,0.6097,,,1.7065,0.5026,,
,,1.7067,0.6146,,,1.7065,0.5217,,
,,1.7074,0.6043,,,1.7066,0.5259,,
,,1.7075,0.5866,,,1.7067,0.5106,,
,,1.7076,0.6083,,,1.7067,0.5122,,
,,1.7078,0.6166,,,1.7067,0.5211,,
,,1.7079,0.6059,,,1.7067,0.5235,,
,,1.7081,0.6067,,,1.7067,0.5249,,
,,1.7081,0.6083,,,1.7068,0.5038,,
,,1.7082,0.6095,,,1.7068,0.5076,,
,,1.7087,0.5956,,,1.7068,0.5225,,
,,1.7087,0.6081,,,1.7068,0.5245,,
,,1.7089,0.5876,,,1.7068,0.5251,,
,,1.7090,0.6067,,,1.7068,0.5318,,
,,1.7091,0.6087,,,1.7070,0.5014,,
,,1.7092,0.5940,,,1.7071,0.5201,,
,,1.7097,0.6043,,,1.7072,0.5032,,
,,1.7144,0.6075,,,1.7072,0.5273,,
,,1.7157,0.6053,,,1.7073,0.5096,,
,,1.7269,0.6089,,,1.7073,0.5102,,
,,,,,,1.7074,0.5265,,
,,,,,,1.7075,0.5114,,
,,,,,,1.7075,0.5267,,
,,,,,,1.7075,0.5308,,
,,,,,,1.7077,0.5249,,
,,,,,,1.7078,0.5207,,
,,,,,,1.7078,0.5237,,
,,,,,,1.7079,0.5032,,
,,,,,,1.7079,0.5094,,
,,,,,,1.7079,0.5161,,
,,,,,,1.7080,0.4989,,
,,,,,,1.7080,0.5018,,
,,,,,,1.7083,0.5231,,
,,,,,,1.7084,0.5068,,
,,,,,,1.7085,0.5205,,
,,,,,,1.7085,0.5233,,
,,,,,,1.7088,0.5138,,
,,,,,,1.7089,0.5217,,
,,,,,,1.7090,0.5205,,
,,,,,,1.7092,0.5257,,
,,,,,,1.7093,0.5217,,
,,,,,,1.7095,0.5108,,
,,,,,,1.7095,0.5229,,
,,,,,,1.7097,0.5239,,
,,,,,,1.7099,0.5225,,
,,,,,,1.7106,0.5271,,
,,,,,,1.7110,0.5253,,
,,,,,,1.7119,0.5080,,
,,,,,,1.7123,0.5326,,
,,,,,,1.7126,0.5296,,
,,,,,,1.7192,0.5298,,
,,,,,,1.7212,0.5092,,
